,filename, date, gender, race, yearofbirth, weather, glasses, expression, yaw,Unnamed: 9
11495,90141d77.nef, 2009-08-08 00:00:00, Female, White,1967, Inside, glasses, Happiness,45,90141d77.nef
11496,90141d78.nef, 2009-08-08 00:00:00, Female, White,1967, Inside, glasses, BlankStare,45,90141d78.nef
11497,90142d4.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, Happiness,-90,90142d4.nef
11498,90142d5.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, Happiness,-90,90142d5.nef
11499,90142d6.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, BlankStare,-90,90142d6.nef
11500,90142d7.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, BlankStare,-90,90142d7.nef
11501,90142d8.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, Happiness,-90,90142d8.nef
11502,90142d9.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, BlankStare,-90,90142d9.nef
11503,90142d10.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, Happiness,-45,90142d10.nef
11504,90142d11.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, Happiness,-45,90142d11.nef
11505,90142d12.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, BlankStare,-45,90142d12.nef
11506,90142d13.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, BlankStare,-45,90142d13.nef
11507,90142d14.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, Happiness,-45,90142d14.nef
11508,90142d15.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, BlankStare,-45,90142d15.nef
11509,90142d16.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, Happiness,0,90142d16.nef
11510,90142d17.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, Happiness,0,90142d17.nef
11511,90142d18.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, Happiness,0,90142d18.nef
11512,90142d19.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, Happiness,0,90142d19.nef
11513,90142d20.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, BlankStare,0,90142d20.nef
11514,90142d21.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, BlankStare,0,90142d21.nef
11515,90142d22.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, BlankStare,0,90142d22.nef
11516,90142d23.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, BlankStare,0,90142d23.nef
11517,90142d24.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, Happiness,0,90142d24.nef
11518,90142d25.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, Happiness,0,90142d25.nef
11519,90142d26.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, BlankStare,0,90142d26.nef
11520,90142d27.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, BlankStare,0,90142d27.nef
11521,90142d28.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, Happiness,90,90142d28.nef
11522,90142d29.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, Happiness,90,90142d29.nef
11523,90142d30.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, BlankStare,90,90142d30.nef
11524,90142d31.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, BlankStare,90,90142d31.nef
11525,90142d32.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, Happiness,90,90142d32.nef
11526,90142d33.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, BlankStare,90,90142d33.nef
11527,90142d34.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, Happiness,45,90142d34.nef
11528,90142d35.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, Happiness,45,90142d35.nef
11529,90142d36.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, BlankStare,45,90142d36.nef
11530,90142d37.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, BlankStare,45,90142d37.nef
11531,90142d38.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, Happiness,45,90142d38.nef
11532,90142d39.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, BlankStare,45,90142d39.nef
11533,90142d43.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, Happiness,-90,90142d43.nef
11534,90142d44.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, Happiness,-90,90142d44.nef
11535,90142d45.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, BlankStare,-90,90142d45.nef
11536,90142d46.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, BlankStare,-90,90142d46.nef
11537,90142d47.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, Happiness,-90,90142d47.nef
11538,90142d48.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, BlankStare,-90,90142d48.nef
11539,90142d49.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, Happiness,-45,90142d49.nef
11540,90142d50.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, Happiness,-45,90142d50.nef
11541,90142d51.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, BlankStare,-45,90142d51.nef
11542,90142d52.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, BlankStare,-45,90142d52.nef
11543,90142d53.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, Happiness,-45,90142d53.nef
11544,90142d54.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, BlankStare,-45,90142d54.nef
11545,90142d55.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, Happiness,0,90142d55.nef
11546,90142d56.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, Happiness,0,90142d56.nef
11547,90142d57.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, Happiness,0,90142d57.nef
11548,90142d58.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, Happiness,0,90142d58.nef
11549,90142d59.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, BlankStare,0,90142d59.nef
11550,90142d60.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, BlankStare,0,90142d60.nef
11551,90142d61.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, BlankStare,0,90142d61.nef
11552,90142d62.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, BlankStare,0,90142d62.nef
11553,90142d63.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, Happiness,0,90142d63.nef
11554,90142d64.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, Happiness,0,90142d64.nef
11555,90142d65.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, BlankStare,0,90142d65.nef
11556,90142d66.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, BlankStare,0,90142d66.nef
11557,90142d67.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, Happiness,90,90142d67.nef
11558,90142d68.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, Happiness,90,90142d68.nef
11559,90142d69.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, BlankStare,90,90142d69.nef
11560,90142d70.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, BlankStare,90,90142d70.nef
11561,90142d71.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, Happiness,90,90142d71.nef
11562,90142d72.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, BlankStare,90,90142d72.nef
11563,90142d73.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, Happiness,45,90142d73.nef
11564,90142d74.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, Happiness,45,90142d74.nef
11565,90142d75.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, BlankStare,45,90142d75.nef
11566,90142d76.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, BlankStare,45,90142d76.nef
11567,90142d77.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, Happiness,45,90142d77.nef
11568,90142d78.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, BlankStare,45,90142d78.nef
11569,90143d4.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, Happiness,-90,90143d4.nef
11570,90143d5.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, Happiness,-90,90143d5.nef
11571,90143d6.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, BlankStare,-90,90143d6.nef
11572,90143d7.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, BlankStare,-90,90143d7.nef
11573,90143d8.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, Happiness,-90,90143d8.nef
11574,90143d9.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, BlankStare,-90,90143d9.nef
11575,90143d10.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, Happiness,-45,90143d10.nef
11576,90143d11.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, Happiness,-45,90143d11.nef
11577,90143d12.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, BlankStare,-45,90143d12.nef
11578,90143d13.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, BlankStare,-45,90143d13.nef
11579,90143d14.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, Happiness,-45,90143d14.nef
11580,90143d15.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, BlankStare,-45,90143d15.nef
11581,90143d16.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, Happiness,0,90143d16.nef
11582,90143d17.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, Happiness,0,90143d17.nef
11583,90143d18.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, Happiness,0,90143d18.nef
11584,90143d19.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, Happiness,0,90143d19.nef
11585,90143d20.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, BlankStare,0,90143d20.nef
11586,90143d21.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, BlankStare,0,90143d21.nef
11587,90143d22.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, BlankStare,0,90143d22.nef
11588,90143d23.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, BlankStare,0,90143d23.nef
11589,90143d24.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, Happiness,0,90143d24.nef
11590,90143d25.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, Happiness,0,90143d25.nef
11591,90143d26.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, BlankStare,0,90143d26.nef
11592,90143d27.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, BlankStare,0,90143d27.nef
11593,90143d28.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, Happiness,90,90143d28.nef
11594,90143d29.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, Happiness,90,90143d29.nef
11595,90143d30.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, BlankStare,90,90143d30.nef
11596,90143d31.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, BlankStare,90,90143d31.nef
11597,90143d32.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, Happiness,90,90143d32.nef
11598,90143d33.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, BlankStare,90,90143d33.nef
11599,90143d34.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, Happiness,45,90143d34.nef
11600,90143d35.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, Happiness,45,90143d35.nef
11601,90143d36.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, prism, BlankStare,45,90143d36.nef
11602,90143d37.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, none, BlankStare,45,90143d37.nef
11603,90143d38.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, Happiness,45,90143d38.nef
11604,90143d39.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Rain, glasses, BlankStare,45,90143d39.nef
11605,90143d43.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, Happiness,-90,90143d43.nef
11606,90143d44.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, Happiness,-90,90143d44.nef
11607,90143d45.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, BlankStare,-90,90143d45.nef
11608,90143d46.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, BlankStare,-90,90143d46.nef
11609,90143d47.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, Happiness,-90,90143d47.nef
11610,90143d48.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, BlankStare,-90,90143d48.nef
11611,90143d49.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, Happiness,-45,90143d49.nef
11612,90143d50.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, Happiness,-45,90143d50.nef
11613,90143d51.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, BlankStare,-45,90143d51.nef
11614,90143d52.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, BlankStare,-45,90143d52.nef
11615,90143d53.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, Happiness,-45,90143d53.nef
11616,90143d54.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, BlankStare,-45,90143d54.nef
11617,90143d55.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, Happiness,0,90143d55.nef
11618,90143d56.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, Happiness,0,90143d56.nef
11619,90143d57.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, Happiness,0,90143d57.nef
11620,90143d58.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, Happiness,0,90143d58.nef
11621,90143d59.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, BlankStare,0,90143d59.nef
11622,90143d60.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, BlankStare,0,90143d60.nef
11623,90143d61.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, BlankStare,0,90143d61.nef
11624,90143d62.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, BlankStare,0,90143d62.nef
11625,90143d63.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, Happiness,0,90143d63.nef
11626,90143d64.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, Happiness,0,90143d64.nef
11627,90143d65.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, BlankStare,0,90143d65.nef
11628,90143d66.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, BlankStare,0,90143d66.nef
11629,90143d67.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, Happiness,90,90143d67.nef
11630,90143d68.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, Happiness,90,90143d68.nef
11631,90143d69.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, BlankStare,90,90143d69.nef
11632,90143d70.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, BlankStare,90,90143d70.nef
11633,90143d71.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, Happiness,90,90143d71.nef
11634,90143d72.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, BlankStare,90,90143d72.nef
11635,90143d73.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, Happiness,45,90143d73.nef
11636,90143d74.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, Happiness,45,90143d74.nef
11637,90143d75.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, prism, BlankStare,45,90143d75.nef
11638,90143d76.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, none, BlankStare,45,90143d76.nef
11639,90143d77.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, Happiness,45,90143d77.nef
11640,90143d78.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1987, Inside, glasses, BlankStare,45,90143d78.nef
11641,90144d4.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, none, Happiness,-90,90144d4.nef
11642,90144d5.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, prism, Happiness,-90,90144d5.nef
11643,90144d6.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, prism, BlankStare,-90,90144d6.nef
11644,90144d7.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, none, BlankStare,-90,90144d7.nef
11645,90144d8.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, glasses, Happiness,-90,90144d8.nef
11646,90144d9.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, glasses, BlankStare,-90,90144d9.nef
11647,90144d10.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, none, Happiness,-45,90144d10.nef
11648,90144d11.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, prism, Happiness,-45,90144d11.nef
11649,90144d12.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, prism, BlankStare,-45,90144d12.nef
11650,90144d13.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, none, BlankStare,-45,90144d13.nef
11651,90144d14.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, glasses, Happiness,-45,90144d14.nef
11652,90144d15.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, glasses, BlankStare,-45,90144d15.nef
11653,90144d16.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, none, Happiness,0,90144d16.nef
11654,90144d17.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, none, Happiness,0,90144d17.nef
11655,90144d18.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, prism, Happiness,0,90144d18.nef
11656,90144d19.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, prism, Happiness,0,90144d19.nef
11657,90144d20.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, prism, BlankStare,0,90144d20.nef
11658,90144d21.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, prism, BlankStare,0,90144d21.nef
11659,90144d22.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, none, BlankStare,0,90144d22.nef
11660,90144d23.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, none, BlankStare,0,90144d23.nef
11661,90144d24.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, glasses, Happiness,0,90144d24.nef
11662,90144d25.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, glasses, Happiness,0,90144d25.nef
11663,90144d26.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, glasses, BlankStare,0,90144d26.nef
11664,90144d27.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, glasses, BlankStare,0,90144d27.nef
11665,90144d28.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, none, Happiness,90,90144d28.nef
11666,90144d29.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, prism, Happiness,90,90144d29.nef
11667,90144d30.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, prism, BlankStare,90,90144d30.nef
11668,90144d31.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, none, BlankStare,90,90144d31.nef
11669,90144d32.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, glasses, Happiness,90,90144d32.nef
11670,90144d33.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, glasses, BlankStare,90,90144d33.nef
11671,90144d34.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, none, Happiness,45,90144d34.nef
11672,90144d35.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, prism, Happiness,45,90144d35.nef
11673,90144d36.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, prism, BlankStare,45,90144d36.nef
11674,90144d37.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, none, BlankStare,45,90144d37.nef
11675,90144d38.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, glasses, Happiness,45,90144d38.nef
11676,90144d39.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Rain, glasses, BlankStare,45,90144d39.nef
11677,90144d43.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, none, Happiness,-90,90144d43.nef
11679,90144d45.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, prism, BlankStare,-90,90144d45.nef
11680,90144d46.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, none, BlankStare,-90,90144d46.nef
11681,90144d47.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, glasses, Happiness,-90,90144d47.nef
11682,90144d48.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, glasses, BlankStare,-90,90144d48.nef
11683,90144d49.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, none, Happiness,-45,90144d49.nef
11684,90144d50.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, prism, Happiness,-45,90144d50.nef
11685,90144d51.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, prism, BlankStare,-45,90144d51.nef
11686,90144d52.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, none, BlankStare,-45,90144d52.nef
11687,90144d53.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, glasses, Happiness,-45,90144d53.nef
11688,90144d54.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, glasses, BlankStare,-45,90144d54.nef
11689,90144d55.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, none, Happiness,0,90144d55.nef
11690,90144d56.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, none, Happiness,0,90144d56.nef
11691,90144d57.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, prism, Happiness,0,90144d57.nef
11692,90144d58.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, prism, Happiness,0,90144d58.nef
11693,90144d59.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, prism, BlankStare,0,90144d59.nef
11694,90144d60.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, prism, BlankStare,0,90144d60.nef
11695,90144d61.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, none, BlankStare,0,90144d61.nef
11696,90144d62.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, none, BlankStare,0,90144d62.nef
11697,90144d63.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, glasses, Happiness,0,90144d63.nef
11698,90144d64.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, glasses, Happiness,0,90144d64.nef
11699,90144d65.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, glasses, BlankStare,0,90144d65.nef
11700,90144d66.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, glasses, BlankStare,0,90144d66.nef
11703,90144d69.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, prism, BlankStare,90,90144d69.nef
11704,90144d70.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, none, BlankStare,90,90144d70.nef
11705,90144d71.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, glasses, Happiness,90,90144d71.nef
11706,90144d72.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, glasses, BlankStare,90,90144d72.nef
11707,90144d73.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, none, Happiness,45,90144d73.nef
11708,90144d74.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, prism, Happiness,45,90144d74.nef
11709,90144d75.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, prism, BlankStare,45,90144d75.nef
11710,90144d76.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, none, BlankStare,45,90144d76.nef
11711,90144d77.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, glasses, Happiness,45,90144d77.nef
11712,90144d78.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1979, Inside, glasses, BlankStare,45,90144d78.nef
11719,90145d10.nef, 2009-08-08 00:00:00, Male, Black-or-African-American,1990, Rain, none, Happiness,-45,90145d10.nef
11720,90145d11.nef, 2009-08-08 00:00:00, Male, Black-or-African-American,1990, Rain, prism, Happiness,-45,90145d11.nef
11721,90145d12.nef, 2009-08-08 00:00:00, Male, Black-or-African-American,1990, Rain, prism, BlankStare,-45,90145d12.nef
11722,90145d13.nef, 2009-08-08 00:00:00, Male, Black-or-African-American,1990, Rain, none, BlankStare,-45,90145d13.nef
11723,90145d14.nef, 2009-08-08 00:00:00, Male, Black-or-African-American,1990, Rain, glasses, Happiness,-45,90145d14.nef
11724,90145d15.nef, 2009-08-08 00:00:00, Male, Black-or-African-American,1990, Rain, glasses, BlankStare,-45,90145d15.nef
11725,90145d16.nef, 2009-08-08 00:00:00, Male, Black-or-African-American,1990, Rain, none, Happiness,0,90145d16.nef
